Item_Identifier;ID_Objet;Item_Weight;Item_Fat_Content;ID_Fat_Content;Item_Visibility;Item_Type;ID_Item_Type;Item_MRP;Outlet_Identifier;ID_Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;ID_Outlet_Size;Outlet_Location_Type;ID_Outlet_Location_Type;Outlet_Type;ID_Outlet_Type;Item_Outlet_Sales
NCZ54;1555;14.65;Low Fat;1;6.396817760952247;Household;10;161.5552;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;324.9104
FDR44;851;6.11;Regular;2;6.396817760952247;Fruits and Vegetables;7;131.2968;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;260.9936
FDP28;751;13.65;Regular;2;13.497562799999999;Frozen Foods;6;260.0936;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;260.9936
FDX15;1126;17.2;Low Fat;1;15.616879;Meat;11;160.6578;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3690.5294
FDA39;176;6.32;Low Fat;1;6.396817760952247;Meat;11;40.2822;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1139.1838
FDY24;1182;4.88;Regular;2;13.370075199999999;Baking Goods;1;52.9298;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1995.4026
FDC60;278;5.425;Regular;2;11.5119905;Baking Goods;1;88.3514;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1416.8224
FDH28;448;15.85;Regular;2;11.003099699999998;Frozen Foods;6;37.2506;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;265.6542
FDT25;934;7.5;Low Fat;1;5.1038045;Canned;4;121.7072;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;3552.7088
DRJ13;92;12.65;Low Fat;1;6.283796799999998;Soft Drinks;15;161.5578;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2406.867
FDW20;1079;20.75;Low Fat;1;2.4129332000000003;Fruits and Vegetables;7;124.173;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2956.152
FDS49;904;9.0;Low Fat;1;6.396817760952247;Canned;4;79.7644;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1649.8524
FDL56;613;14.1;Low Fat;1;12.6035694;Fruits and Vegetables;7;86.4198;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1133.8574
FDF14;365;7.55;Low Fat;1;2.7164679;Canned;4;152.334;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2603.278
NCD06;1291;13.0;Low Fat;1;9.9325278;Household;10;45.40600000000001;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;605.878
FDB35;216;12.3;Regular;2;6.456520200000001;Starchy Foods;16;92.9804;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1929.4884
NCR38;1469;17.25;Low Fat;1;11.3748685;Household;10;251.3724;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;6795.1548
NCR18;1466;15.85;Low Fat;1;2.0603511;Household;10;42.7112;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;639.168
NCU41;1502;18.85;Low Fat;1;5.2044976;Health and Hygiene;9;192.1846;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3248.4382
FDY56;1208;16.35;Regular;2;6.276442900000001;Fruits and Vegetables;7;227.6062;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;7222.5984
DRJ51;101;14.1;Low Fat;1;8.797726199999998;Dairy;5;229.0668;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3225.1352
FDK21;553;7.905;Low Fat;1;1.0010424999999998;Snack Foods;14;249.0408;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3755.112
FDY25;1183;12.0;Low Fat;1;3.3946163;Canned;4;179.3976;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3440.8544
FDU44;999;12.15;Regular;2;5.8414678;Fruits and Vegetables;7;163.4552;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;974.7312
FDL43;605;10.1;Low Fat;1;2.7106459;Meat;11;75.367;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;535.969
FDF05;359;17.5;Low Fat;1;2.7022883;Frozen Foods;6;262.491;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;5259.82
FDL20;590;17.1;Low Fat;1;12.893766099999999;Fruits and Vegetables;7;112.3886;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1779.0176
FDV32;1039;7.785;Low Fat;1;8.8846306;Fruits and Vegetables;7;61.451;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;759.012
FDJ34;526;11.8;Regular;2;9.357779;Snack Foods;14;125.9704;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1877.556
FDG08;397;13.15;Regular;2;16.5694678;Fruits and Vegetables;7;171.8764;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3779.0808
FDW13;1074;8.5;Low Fat;1;9.8438394;Canned;4;51.1324;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;259.66200000000003
NCI17;1340;8.645;Low Fat;1;14.3303291;Health and Hygiene;9;96.341;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;193.082
FDY03;1166;17.6;Regular;2;7.6276208;Meat;11;110.9202;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1687.803
FDS12;874;9.1;Low Fat;1;17.5103435;Baking Goods;1;127.5362;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;4655.9394
FDJ55;538;12.8;Regular;2;2.3511371;Meat;11;225.9404;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;4950.8888
DRK01;103;7.63;Low Fat;1;6.105276;Soft Drinks;15;95.4436;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1418.154
FDG28;409;9.285;Regular;2;4.955904200000001;Frozen Foods;6;246.4144;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1225.072
FDY38;1194;13.6;Regular;2;11.941812400000002;Dairy;5;231.03;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;5359.69
FDN01;652;8.895;Low Fat;1;7.254560099999999;Breakfast;3;176.237;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1764.37
NCR54;1474;16.35;Low Fat;1;9.048682800000002;Household;10;195.211;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2553.343
FDG24;407;7.975;Low Fat;1;1.4618973;Baking Goods;1;85.225;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1081.925
FDG59;429;15.85;Low Fat;1;4.347912599999999;Starchy Foods;16;36.7164;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;308.9312
FDM28;634;15.7;Low Fat;1;4.5166237;Frozen Foods;6;178.666;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2516.724
FDW04;1067;8.985;Regular;2;5.782710099999999;Frozen Foods;6;128.83100000000002;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1428.141
FDS26;886;20.35;Low Fat;1;8.9394766;Dairy;5;260.1594;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2093.2752
FDQ56;813;6.59;Low Fat;1;10.550944;Fruits and Vegetables;7;85.6908;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1929.4884
FDK51;573;19.85;Low Fat;1;0.5234153;Dairy;5;264.0884;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;5829.7448
FDL22;592;16.85;Low Fat;1;3.6390174;Snack Foods;14;91.4488;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2082.6224
FDY55;1207;16.75;Low Fat;1;8.1252534;Fruits and Vegetables;7;256.4988;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;7452.9652
FDY03;1166;17.6;Regular;2;7.6552407;Meat;11;110.5202;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;450.0808
FDK21;553;7.905;Low Fat;1;1.6758568999999996;Snack Foods;14;250.4408;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;500.6816
FDZ32;1236;7.785;Regular;2;3.8288087;Fruits and Vegetables;7;103.1964;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;736.3748
NCZ18;1549;7.825;Low Fat;1;18.6032678;Household;10;253.0698;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;6088.0752
DRE49;36;20.75;Low Fat;1;2.1370201;Soft Drinks;15;153.0024;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2277.036
FDT39;946;6.26;Regular;2;0.9866049000000001;Meat;11;151.1366;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2267.049
FDE08;322;18.2;Low Fat;1;8.2551042;Fruits and Vegetables;7;147.3734;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;296.9468
NCD06;1291;13.0;Low Fat;1;9.972988800000001;Household;10;46.306;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;559.2719999999998
FDB57;233;20.25;Regular;2;1.8801549;Fruits and Vegetables;7;222.1772;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;5559.43
NCT54;1495;8.695;Low Fat;1;11.9721451;Household;10;95.5094;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1237.7222
DRF49;48;7.27;Low Fat;1;7.122208700000002;Soft Drinks;15;113.5518;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;569.259
FDF20;368;12.85;Low Fat;1;3.3287541000000003;Fruits and Vegetables;7;198.4768;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1379.5376
FDH27;447;7.075;Low Fat;1;5.8584619999999985;Dairy;5;142.7128;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1869.5664
FDY59;1211;8.195;Low Fat;1;3.1452265;Baking Goods;1;94.3462;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;925.462
FDK36;563;7.09;Low Fat;1;0.721395;Baking Goods;1;47.9034;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;583.2408
NCM31;1395;6.095;Low Fat;1;8.1196619;Others;12;141.4154;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1418.154
FDE33;338;19.35;Regular;2;4.991636400000001;Fruits and Vegetables;7;80.2644;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;942.7728
FDU36;993;6.15;Low Fat;1;4.627095;Baking Goods;1;99.3384;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2364.9216
NCQ54;1462;17.7;Low Fat;1;1.2540003000000002;Household;10;167.0474;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;5895.659000000002
FDO23;704;17.85;Low Fat;1;14.7023834;Breads;2;93.7436;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1134.5232
DRE60;37;9.395;Low Fat;1;15.965759599999998;Soft Drinks;15;224.972;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;7696.648
DRP47;141;15.75;Low Fat;1;14.139862599999999;Hard Drinks;8;250.5382;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2775.7202
FDB21;206;7.475;Low Fat;1;14.882180800000002;Fruits and Vegetables;7;241.2854;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;5317.0788
FDR04;820;7.075;Low Fat;1;6.396817760952247;Frozen Foods;6;98.0068;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;874.8612
FDX23;1132;6.445;Low Fat;1;2.9691762000000006;Baking Goods;1;92.6436;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1039.9796
FDX19;1128;19.1;Low Fat;1;9.671552300000002;Fruits and Vegetables;7;235.0958;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3038.0454
FDD40;304;20.25;Regular;2;1.4790558999999996;Dairy;5;193.6162;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3848.324
FDA01;146;15.0;Regular;2;5.4378253;Canned;4;59.1904;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;527.3136
FDS33;891;6.67;Regular;2;12.3428594;Snack Foods;14;89.1514;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2390.8878
FDB29;212;16.7;Regular;2;5.236806099999999;Frozen Foods;6;112.7176;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;801.6232
FDF46;385;7.07;Low Fat;1;9.3861144;Snack Foods;14;115.5834;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1267.0174
FDA33;170;6.48;Low Fat;1;3.3968647000000005;Snack Foods;14;148.0076;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;886.8456
FDC08;241;19.0;Regular;2;17.3154079;Fruits and Vegetables;7;228.272;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;452.744
FDB53;231;13.35;Low Fat;1;13.9735226;Frozen Foods;6;147.5392;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3877.6192
FDX36;1143;9.695;Regular;2;12.848269000000002;Baking Goods;1;223.9404;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;4950.8888
DRD13;19;15.0;Low Fat;1;4.935707700000001;Soft Drinks;15;62.6168;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;958.752
FDC52;272;11.15;Regular;2;0.8326735000000001;Dairy;5;149.9708;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1956.1204
FDB45;224;20.85;Low Fat;1;2.1362955;Fruits and Vegetables;7;103.2306;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2404.2038
NCK19;1365;9.8;Low Fat;1;15.1420934;Others;12;194.3478;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;387.4956
FDV51;1056;16.35;Low Fat;1;3.2511818;Meat;11;165.0842;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;994.7052
FDZ35;1239;9.6;Regular;2;2.2323657999999997;Breads;2;101.299;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1754.3829999999994
FDV59;1062;13.35;Low Fat;1;4.812444299999999;Breads;2;216.7166;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3918.8988
DRH39;74;20.7;Low Fat;1;9.261307;Dairy;5;76.367;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;306.268
FDU55;1008;16.2;Low Fat;1;3.5984104;Fruits and Vegetables;7;260.6278;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;4425.5726
NCO43;1430;5.5;Low Fat;1;4.709821;Others;12;101.3016;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3339.6528
FDQ07;776;15.1;Regular;2;8.7584126;Fruits and Vegetables;7;221.7456;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;6410.3224
FDF28;373;15.7;Regular;2;3.8078898999999997;Frozen Foods;6;122.9046;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1992.0736
FDM01;616;7.895;Regular;2;9.510209199999998;Breakfast;3;104.4332;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2870.9296
FDR24;836;17.35;Regular;2;6.2799379;Baking Goods;1;88.18299999999998;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;539.298
NCY18;1539;7.285;Low Fat;1;3.1125709;Household;10;174.3054;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;4377.635
NCY30;1541;20.25;Low Fat;1;2.6005891;Household;10;180.9976;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2716.4640000000004
DRI37;84;15.85;Low Fat;1;10.7765165;Soft Drinks;15;59.5904;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;703.0848
FDL27;596;6.17;Low Fat;1;1.0647477;Meat;11;66.3826;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1937.478
NCO30;1427;19.5;Low Fat;1;1.5749341;Household;10;182.2608;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3307.6944
NCB07;1272;19.2;Low Fat;1;7.7628053;Household;10;197.611;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3142.576
FDX25;1134;16.7;Low Fat;1;6.396817760952247;Canned;4;181.2292;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2554.0088
FDP59;771;20.85;Regular;2;5.6695731;Breads;2;104.0648;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1869.5664
FDR59;863;14.5;Regular;2;6.3993068;Breads;2;260.4594;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;5494.8474
FDT27;936;11.395;Regular;2;6.952926200000001;Meat;11;233.1616;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;6093.4016
DRI01;78;7.97;Low Fat;1;3.4452948999999995;Soft Drinks;15;174.0422;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2586.633
FDU09;970;7.71;Regular;2;6.670068;Snack Foods;14;55.2956;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1255.6988
FDH26;446;19.25;Regular;2;3.4699737;Canned;4;141.7496;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;4093.3384
FDH27;447;7.075;Low Fat;1;5.8346939;Dairy;5;142.2128;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3163.8816
FDH40;455;11.6;Regular;2;7.8929570999999985;Frozen Foods;6;79.9276;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1137.1864
DRN47;135;12.1;Low Fat;1;1.6895293000000002;Hard Drinks;8;178.56599999999997;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;898.83
NCO17;1423;10.0;Low Fat;1;7.3379745;Health and Hygiene;9;118.244;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2756.412000000001
FDX60;1163;14.35;Low Fat;1;8.075758;Baking Goods;1;81.896;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;878.8560000000001
FDT22;931;10.395;Low Fat;1;11.2271498;Snack Foods;14;58.222;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;659.1419999999998
FDG45;420;8.1;Low Fat;1;12.7929521;Fruits and Vegetables;7;211.4902;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3610.6334
FDD44;306;8.05;Regular;2;7.838564000000001;Fruits and Vegetables;7;256.4646;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;5153.292
FDS15;877;9.195;Regular;2;7.850214299999998;Meat;11;108.7596;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2588.6304
FDL51;611;20.7;Regular;2;4.7684831;Dairy;5;212.5876;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1286.3256
FDL32;598;15.7;Regular;2;12.315965599999998;Fruits and Vegetables;7;110.1544;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1230.3984
NCA54;1270;16.5;Low Fat;1;3.6715907;Household;10;180.0318;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3969.4996
FDX09;1120;9.0;Low Fat;1;6.5236931999999985;Snack Foods;14;176.437;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;7763.228
FDO51;724;6.785;Regular;2;4.1947547;Meat;11;41.2112;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;809.6128
FDW49;1104;19.5;Low Fat;1;8.288849599999999;Canned;4;178.6002;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1253.7014
FDB27;210;7.575;Low Fat;1;5.539012099999999;Dairy;5;195.2768;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;5715.2272
FDF45;384;18.2;Regular;2;1.2194556;Fruits and Vegetables;7;57.7904;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1464.76
FDV02;1015;16.75;Low Fat;1;6.0495243;Dairy;5;169.8106;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3251.1014
FDY28;1186;7.47;Regular;2;6.396817760952247;Frozen Foods;6;214.3218;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4274.436
FDP51;766;13.85;Regular;2;8.5622362;Meat;11;119.4124;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2251.7356
FDL52;612;6.635;Regular;2;4.635090900000002;Frozen Foods;6;37.4506;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1176.4686
FDR44;851;6.11;Regular;2;10.2920886;Fruits and Vegetables;7;130.4968;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3523.4136
FDB34;215;15.25;Low Fat;1;2.6604781;Snack Foods;14;86.2198;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;610.5386
FDC50;270;15.85;Low Fat;1;6.396817760952247;Canned;4;96.4094;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1237.7222
FDT57;960;15.2;Low Fat;1;3.1860325;Snack Foods;14;235.1248;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;474.0496
DRE49;36;20.75;Low Fat;1;2.1250002;Soft Drinks;15;150.5024;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2580.6408
FDM40;641;10.195;Low Fat;1;15.9936948;Frozen Foods;6;143.2154;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2552.6772
FDY32;1188;7.605;Low Fat;1;12.9503146;Fruits and Vegetables;7;164.021;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3914.9040000000014
FDW07;1068;18.0;Regular;2;14.268884600000002;Fruits and Vegetables;7;88.5514;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;796.9626
NCF18;1313;18.35;Low Fat;1;8.9163056;Household;10;191.3504;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3259.7568
FDQ56;813;6.59;Low Fat;1;10.5761491;Fruits and Vegetables;7;84.8908;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1677.816
FDN58;687;13.8;Regular;2;5.6960814000000015;Snack Foods;14;230.0984;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3707.1744
FDG35;415;21.2;Regular;2;0.704098;Starchy Foods;16;173.5738;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2954.1546
FDY34;1190;10.5;Regular;2;1.1026593999999998;Snack Foods;14;166.4842;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2652.5472
NCE19;1304;8.97;Low Fat;1;9.3203257;Household;10;52.7956;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1037.3164
NCJ29;1354;10.6;Low Fat;1;3.5264297999999994;Health and Hygiene;9;86.1224;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;426.112
FDT59;962;13.65;Low Fat;1;1.5908423999999997;Breads;2;231.1668;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;6911.004
NCX41;1532;19.0;Low Fat;1;1.7719276999999998;Health and Hygiene;9;211.0244;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3811.0392
FDF22;370;6.865;Low Fat;1;5.6919038;Snack Foods;14;212.8218;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;5770.4886
FDM60;651;10.8;Regular;2;4.8143292;Baking Goods;1;40.2138;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;690.4346
FDR02;818;16.7;Low Fat;1;2.2047313;Dairy;5;110.2886;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1890.2062
FDS48;903;15.15;Low Fat;1;2.7779254;Baking Goods;1;150.1708;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1504.708
NCZ42;1553;10.5;Low Fat;1;6.396817760952247;Household;10;238.3248;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;711.0744
FDZ38;1242;17.6;Low Fat;1;0.8033610999999999;Dairy;5;174.2422;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;4311.055
FDH19;441;19.35;Low Fat;1;3.3088472;Meat;11;175.4738;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;521.3214
NCB55;1280;15.7;Low Fat;1;16.066302099999998;Household;10;59.4562;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;829.5868
FDC15;246;18.1;Low Fat;1;17.8975721;Dairy;5;155.5288;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1571.2879999999998
FDF11;363;10.195;Regular;2;1.7627887999999998;Starchy Foods;16;239.6538;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2403.538
FDB44;223;6.655;Low Fat;1;1.6993224999999998;Fruits and Vegetables;7;211.0586;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;844.2344
NCC06;1281;19.0;Low Fat;1;2.7139013;Household;10;127.3336;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2940.1728
FDR04;820;7.075;Low Fat;1;3.777249;Frozen Foods;6;98.0068;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;291.6204
FDB17;204;13.15;Low Fat;1;3.6746479;Frozen Foods;6;181.2976;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3259.7568
FDW43;1098;20.1;Regular;2;2.2460102;Fruits and Vegetables;7;226.8036;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3415.554
FDA27;166;20.35;Regular;2;6.396817760952247;Dairy;5;256.7672;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;5624.6784
NCU41;1502;18.85;Low Fat;1;5.2135750000000005;Health and Hygiene;9;190.1846;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;6687.9609999999975
FDY56;1208;16.35;Regular;2;6.250843799999999;Fruits and Vegetables;7;227.1062;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;5642.655
FDV39;1046;11.3;Low Fat;1;0.7309544;Meat;11;196.2426;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;4943.565
FDN32;672;17.5;Low Fat;1;1.5623753999999996;Fruits and Vegetables;7;182.6266;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;3135.2522
FDW07;1068;18.0;Regular;2;14.297822300000002;Fruits and Vegetables;7;87.4514;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;796.9626
FDZ27;1233;7.935;Low Fat;1;1.7191055;Dairy;5;51.535;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;848.895
FDU01;964;20.25;Regular;2;1.1995271;Canned;4;184.5924;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;4997.4948
FDF10;362;15.5;Regular;2;15.717236000000002;Snack Foods;14;149.1418;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;588.5672
DRI13;81;15.35;Low Fat;1;2.0310046;Soft Drinks;15;218.0508;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3038.7112
NCR05;1463;10.1;Low Fat;1;5.4630834;Health and Hygiene;9;200.2084;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1587.2672
